Welcome to the profile statistics browser.
out_profile/demo.pts% out_profile/demo.pts% Sat Jul 13 23:24:38 2024    out_profile/demo.pts

         2834940 function calls (2799893 primitive calls) in 75.104 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.003    0.003    0.003    0.003 {method 'repeat' of 'numpy.ndarray' objects}
     3996    0.003    0.000    0.009    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/generic.py:511(_validate_dtype)
     4732    0.003    0.000    0.014    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pycountry/db.py:46(load_if_needed)
      896    0.003    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:437(cache_from_source)
     3871    0.003    0.000    0.034    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/computation/expressions.py:226(evaluate)
    570/6    0.003    0.000    0.513    0.085 <frozen importlib._bootstrap>:1165(_find_and_load)
     3856    0.003    0.000    0.453    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/arraylike.py:200(__mul__)
     3866    0.003    0.000    0.003    0.000 {built-in method numpy._core._multiarray_umath._make_extobj}
     3871    0.003    0.000    0.003    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/ops/missing.py:131(dispatch_fill_zeros)
      168    0.003    0.000    0.004    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py:3955(_get_indexer)
   499/78    0.003    0.000    0.007    0.000 /usr/lib/python3.11/re/_compiler.py:37(_compile)
        7    0.003    0.000    0.003    0.000 {built-in method _operator.gt}
  432/121    0.003    0.000    0.003    0.000 {built-in method _abc._abc_subclasscheck}
      423    0.003    0.000    0.003    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/dtypes/cast.py:551(maybe_promote)
     4176    0.003    0.000    0.008    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py:5552(equals)
     1290    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
     8386    0.003    0.000    0.003    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/internals/managers.py:196(blklocs)
       64    0.003    0.000    0.010    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/formats/format.py:1197(_format_strings)
     1984    0.003    0.000    0.029    0.000 /usr/lib/python3.11/re/__init__.py:272(_compile)
     1290    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:100(acquire)
    16464    0.003    0.000    0.003    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/generic.py:363(attrs)
     3867    0.003    0.000    0.003    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_core/_ufunc_config.py:400(__init__)
    12226    0.003    0.000    0.003    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/internals/managers.py:1940(_block)
    568/6    0.002    0.000    0.512    0.085 <frozen importlib._bootstrap>:1120(_find_and_load_unlocked)
     4252    0.002    0.000    0.007    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/common.py:568(require_length_match)
     4619    0.002    0.000    0.003    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/construction.py:735(_sanitize_str_dtypes)
    16497    0.002    0.000    0.002    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/flags.py:55(allows_duplicate_labels)
     6429    0.002    0.000    0.002    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/_config/config.py:649(_get_deprecated_option)
    15972    0.002    0.000    0.002    0.000 {method 'get' of 'dict' objects}
     4528    0.002    0.000    0.002    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/frame.py:1030(axes)
     4619    0.002    0.000    0.003    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/construction.py:758(_maybe_repeat)
    24320    0.002    0.000    0.002    0.000 {method 'append' of 'list' objects}
     4962    0.002    0.000    0.002    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py:831(_reset_identity)
      427    0.002    0.000    2.567    0.006 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/internals/blocks.py:1287(take_nd)
     3865    0.002    0.000    0.004    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_core/_ufunc_config.py:426(__exit__)
     3878    0.002    0.000    0.012    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/ops/dispatch.py:17(should_extension_dispatch)
     5304    0.002    0.000    0.002    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/_config/config.py:617(_select_options)
      536    0.002    0.000    0.012    0.000 <frozen importlib._bootstrap>:493(_init_module_attrs)
     2627    0.002    0.000    0.004    0.000 /usr/lib/python3.11/typing.py:1297(__setattr__)
     1290    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:125(release)
      648    0.002    0.000    0.005    0.000 /usr/lib/python3.11/typing.py:168(_type_check)
     1510    0.002    0.000    0.003    0.000 <frozen posixpath>:150(dirname)
8146/7372    0.002    0.000    0.003    0.000 {method 'join' of 'str' objects}
     1618    0.002    0.000    0.002    0.000 {method 'format' of 'str' objects}
     3866    0.002    0.000    0.002    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
    537/6    0.002    0.000    0.502    0.084 <frozen importlib._bootstrap>:666(_load_unlocked)
      286    0.002    0.000    0.005    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/common.py:231(asarray_tuplesafe)
      275    0.002    0.000    0.025    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/dtypes/missing.py:261(_isna_array)
      556    0.002    0.000    0.056    0.000 <frozen importlib._bootstrap_external>:1464(_get_spec)
     1549    0.002    0.000    0.003    0.000 <frozen posixpath>:71(join)
     1867    0.002    0.000    0.005    0.000 {built-in method builtins.max}
    14370    0.002    0.000    0.002    0.000 {built-in method builtins.callable}
        1    0.002    0.002    0.004    0.004 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/sorting.py:718(_reorder_by_uniques)
     5995    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
     3871    0.002    0.000    0.031    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/computation/expressions.py:67(_evaluate_standard)
    13162    0.002    0.000    0.002    0.000 {built-in method builtins.issubclass}
      533    0.002    0.000    0.003    0.000 /usr/lib/python3.11/functools.py:35(update_wrapper)
      538    0.002    0.000    0.002    0.000 {method '__exit__' of '_io._IOBase' objects}
      574    0.002    0.000    2.575    0.004 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/array_algos/take.py:59(take_nd)
     4372    0.002    0.000    0.002    0.000 /usr/lib/python3.11/re/_parser.py:233(__next)
      188    0.002    0.000    0.002    0.000 /usr/lib/python3.11/re/_compiler.py:241(_optimize_charset)
       33    0.002    0.000    0.019    0.001 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py:7031(drop)
      120    0.002    0.000    0.005    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py:1146(take)
        2    0.002    0.001    0.004    0.002 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pycountry/db.py:76(_load)
       22    0.002    0.000   18.895    0.859 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/reshape/merge.py:1692(get_join_indexers)
      333    0.002    0.000    0.010    0.000 /usr/lib/python3.11/typing.py:1353(__init__)
       11    0.002    0.000    0.025    0.002 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/algorithms.py:1667(map_array)
      174    0.002    0.000    2.583    0.015 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/internals/managers.py:623(reindex_indexer)
      798    0.002    0.000    0.041    0.000 /home/zofia/NPP/cinematic_impact/src/cinematic_impact_package/lib.py:438(_get_last)
      534    0.002    0.000    0.116    0.000 <frozen importlib._bootstrap_external>:1127(get_data)
  935/571    0.002    0.000    0.227    0.000 <frozen importlib._bootstrap>:1207(_handle_fromlist)
       77    0.002    0.000    0.004    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/generic.py:4361(_slice)
       27    0.002    0.000    0.002    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/dtypes/missing.py:564(_array_equivalent_object)
     2995    0.002    0.000    0.003    0.000 /usr/lib/python3.11/typing.py:1245(_is_dunder)
      174    0.001    0.000    0.002    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/dtypes/cast.py:1580(construct_1d_object_array_from_listlike)
      531    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:778(spec_from_file_location)
      302    0.001    0.000    0.002    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/formats/format.py:1305(base_formatter)
    13733    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
      427    0.001    0.000    0.001    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/internals/blocks.py:292(make_block_same_class)
     1649    0.001    0.000    0.003    0.000 {built-in method _abc._abc_instancecheck}
      270    0.001    0.000    0.002    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/util/_decorators.py:379(<listcomp>)
       23    0.001    0.000    0.973    0.042 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/reshape/merge.py:825(_reindex_and_concat)
     6152    0.001    0.000    0.002    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/formats/printing.py:510(len)
      896    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
      415    0.001    0.000    0.002    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_core/_dtype.py:352(_name_get)
      358    0.001    0.000    0.003    0.000 /usr/lib/python3.11/typing.py:247(_collect_parameters)
       26    0.001    0.000    0.001    0.000 {built-in method builtins.eval}
     4753    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
     2228    0.001    0.000    0.002    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/formats/format.py:1749(just)
      241    0.001    0.000    0.001    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/dtypes/concat.py:73(<listcomp>)
      168    0.001    0.000    0.022    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py:3820(get_indexer)
     3242    0.001    0.000    0.002    0.000 /usr/lib/python3.11/re/_parser.py:164(__getitem__)
     4093    0.001    0.000    0.001    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pycountry/db.py:13(__getattr__)
       93    0.001    0.000    1.446    0.016 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/internals/managers.py:317(apply)
  618/202    0.001    0.000    0.002    0.000 /usr/lib/python3.11/re/_parser.py:174(getwidth)
     3495    0.001    0.000    0.003    0.000 /usr/lib/python3.11/re/_parser.py:254(get)
     1506    0.001    0.000    0.001    0.000 {built-in method _warnings.warn}
       70    0.001    0.000    0.007    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py:7770(get_values_for_csv)
       33    0.001    0.000    0.009    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/lib/_function_base_impl.py:5335(delete)
       68    0.001    0.000    0.001    0.000 {built-in method posix.listdir}
       33    0.001    0.000    0.005    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/sorting.py:369(nargsort)
      218    0.001    0.000    0.002    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/parsers/c_parser_wrapper.py:367(<listcomp>)
      801    0.001    0.000    0.003    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/apply.py:1247(series_generator)
      484    0.001    0.000    0.001    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_utils/_inspect.py:65(getargs)
     1077    0.001    0.000    0.028    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/dtypes/missing.py:184(_isna)
       26    0.001    0.000    0.003    0.000 /usr/lib/python3.11/collections/__init__.py:350(namedtuple)
      448    0.001    0.000    0.050    0.000 <frozen importlib._bootstrap_external>:727(_compile_bytecode)
    448/6    0.001    0.000    0.502    0.084 <frozen importlib._bootstrap_external>:934(exec_module)
     5408    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
       33    0.001    0.000    0.020    0.001 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/frame.py:6997(sort_values)
     4518    0.001    0.000    0.001    0.000 /usr/lib/python3.11/inspect.py:283(ismodule)
      130    0.001    0.000    0.031    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/formats/format.py:1079(format_array)
      441    0.001    0.000    0.001    0.000 /usr/lib/python3.11/warnings.py:466(__enter__)
      336    0.001    0.000    0.002    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/internals/base.py:82(shape)
     4186    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
      212    0.001    0.000    0.001    0.000 {method 'clear' of 'dict' objects}
        3    0.001    0.000    0.046    0.015 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/apply.py:1070(apply_series_generator)
     4518    0.001    0.000    0.001    0.000 /usr/lib/python3.11/inspect.py:300(ismethod)
      102    0.001    0.000    0.001    0.000 {built-in method builtins.compile}
     2403    0.001    0.000    0.029    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
     3862    0.001    0.000    0.001    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/ops/array_ops.py:594(_bool_arith_check)
       30    0.001    0.000    0.011    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/formats/format.py:1343(get_result_as_array)
     1792    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
       20    0.001    0.000    0.001    0.000 {method 'close' of '_io.TextIOWrapper' objects}
     4518    0.001    0.000    0.001    0.000 /usr/lib/python3.11/inspect.py:456(istraceback)
      771    0.001    0.000    0.002    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/dtypes/common.py:1434(_is_dtype_type)
      234    0.001    0.000    0.010    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/formats/format.py:1726(_make_fixed_width)
     4518    0.001    0.000    0.001    0.000 /usr/lib/python3.11/inspect.py:480(iscode)
     4559    0.001    0.000    0.001    0.000 /usr/lib/python3.11/inspect.py:378(isfunction)
     4518    0.001    0.000    0.001    0.000 /usr/lib/python3.11/inspect.py:466(isframe)
       30    0.001    0.000    0.050    0.002 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/formats/format.py:704(_get_strcols_without_index)
      288    0.001    0.000    0.001    0.000 {built-in method numpy.array}
      444    0.001    0.000    0.004    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/formats/format.py:1220(_format)
     4520    0.001    0.000    0.001    0.000 /usr/lib/python3.11/inspect.py:292(isclass)
      270    0.001    0.000    0.015    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/util/_decorators.py:363(decorator)
       74    0.001    0.000    0.009    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py:674(_with_infer)
      585    0.001    0.000    0.001    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/generic.py:586(_get_axis)
     4176    0.001    0.000    0.001    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py:791(is_)
      448    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:642(_classify_pyc)
  537/532    0.001    0.000    0.050    0.000 <frozen importlib._bootstrap>:566(module_from_spec)
     8099    0.001    0.000    0.001    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py:6672(_maybe_cast_indexer)
      367    0.001    0.000    0.003    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py:5170(_get_engine_target)
     1427    0.001    0.000    0.005    0.000 /usr/lib/python3.11/re/__init__.py:163(match)
       68    0.001    0.000    0.007    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/strings/accessor.py:188(__init__)
      262    0.001    0.000    0.006    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_core/overrides.py:142(decorator)
        7    0.001    0.000    1.829    0.261 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/internals/construction.py:423(dict_to_mgr)
      444    0.001    0.000    0.002    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/formats/printing.py:165(pprint_thing)
       10    0.001    0.000    0.003    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/groupby/grouper.py:846(get_grouper)
     3630    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
      531    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1599(_get_spec)
